power_fn_id,n_obs,n_x_1s,b_cons,n_z,rho,b_x,method,pr_sep,pr_reject
3,1000,5,-1.4,5,0.36,-5,ML w/ LR,0.015501793132936549,0.6432
3,1000,5,-1.4,5,0.36,-4,ML w/ LR,0.06947336789380767,0.3536
3,1000,5,-1.4,5,0.36,-3,ML w/ LR,0.20469204415730424,0.168
3,1000,5,-1.4,5,0.36,-2,ML w/ LR,0.434340686641401,0.0732
3,1000,5,-1.4,5,0.36,-1,ML w/ LR,0.683720078837761,0.0296
3,1000,5,-1.4,5,0.36,-0.75,ML w/ LR,0.736037072204992,0.0216
3,1000,5,-1.4,5,0.36,-0.5,ML w/ LR,0.7822831773682023,0.0172
3,1000,5,-1.4,5,0.36,-0.4,ML w/ LR,0.7990250420792787,0.0168
3,1000,5,-1.4,5,0.36,-0.3,ML w/ LR,0.8147672850070502,0.0172
3,1000,5,-1.4,5,0.36,-0.2,ML w/ LR,0.8295250609867183,0.012
3,1000,5,-1.4,5,0.36,-0.1,ML w/ LR,0.843320921965643,0.0128
3,1000,5,-1.4,5,0.36,-0,ML w/ LR,0.8561835711011704,0.0068
3,1000,5,-1.4,5,0.36,0.1,ML w/ LR,0.8681466630396326,0.01
3,1000,5,-1.4,5,0.36,0.2,ML w/ LR,0.8792476784623096,0.0116
3,1000,5,-1.4,5,0.36,0.3,ML w/ LR,0.8895268926928307,0.0088
3,1000,5,-1.4,5,0.36,0.4,ML w/ LR,0.8990264507061201,0.0052
3,1000,5,-1.4,5,0.36,0.5,ML w/ LR,0.907789554498095,0.0052
3,1000,5,-1.4,5,0.36,0.75,ML w/ LR,0.9267604929366897,0.0068
3,1000,5,-1.4,5,0.36,1,ML w/ LR,0.9420651654656569,0.0048
3,1000,5,-1.4,5,0.36,2,ML w/ LR,0.977915058044036,8e-4
3,1000,5,-1.4,5,0.36,3,ML w/ LR,0.9917657012168708,0
3,1000,5,-1.4,5,0.36,4,ML w/ LR,0.9969556489871764,8e-4
3,1000,5,-1.4,5,0.36,5,ML w/ LR,0.9988779853629246,0
3,1000,5,-1.4,5,0.36,-5,ML w/ Score,0.015501793132936549,0.9672
3,1000,5,-1.4,5,0.36,-4,ML w/ Score,0.06947336789380767,0.8952
3,1000,5,-1.4,5,0.36,-3,ML w/ Score,0.20469204415730424,0.7632
3,1000,5,-1.4,5,0.36,-2,ML w/ Score,0.434340686641401,0.522
3,1000,5,-1.4,5,0.36,-1,ML w/ Score,0.683720078837761,0.318
3,1000,5,-1.4,5,0.36,-0.75,ML w/ Score,0.736037072204992,0.2528
3,1000,5,-1.4,5,0.36,-0.5,ML w/ Score,0.7822831773682023,0.1952
3,1000,5,-1.4,5,0.36,-0.4,ML w/ Score,0.7990250420792787,0.1932
3,1000,5,-1.4,5,0.36,-0.3,ML w/ Score,0.8147672850070502,0.1692
3,1000,5,-1.4,5,0.36,-0.2,ML w/ Score,0.8295250609867183,0.1656
3,1000,5,-1.4,5,0.36,-0.1,ML w/ Score,0.843320921965643,0.1448
3,1000,5,-1.4,5,0.36,-0,ML w/ Score,0.8561835711011704,0.132
3,1000,5,-1.4,5,0.36,0.1,ML w/ Score,0.8681466630396326,0.1268
3,1000,5,-1.4,5,0.36,0.2,ML w/ Score,0.8792476784623096,0.106
3,1000,5,-1.4,5,0.36,0.3,ML w/ Score,0.8895268926928307,0.1004
3,1000,5,-1.4,5,0.36,0.4,ML w/ Score,0.8990264507061201,0.1032
3,1000,5,-1.4,5,0.36,0.5,ML w/ Score,0.907789554498095,0.0804
3,1000,5,-1.4,5,0.36,0.75,ML w/ Score,0.9267604929366897,0.0708
3,1000,5,-1.4,5,0.36,1,ML w/ Score,0.9420651654656569,0.0688
3,1000,5,-1.4,5,0.36,2,ML w/ Score,0.977915058044036,0.0252
3,1000,5,-1.4,5,0.36,3,ML w/ Score,0.9917657012168708,0.0052
3,1000,5,-1.4,5,0.36,4,ML w/ Score,0.9969556489871764,0.0056
3,1000,5,-1.4,5,0.36,5,ML w/ Score,0.9988779853629246,0.0016
3,1000,5,-1.4,5,0.36,-5,ML w/ Wald,0.015501793132936549,0.7032
3,1000,5,-1.4,5,0.36,-4,ML w/ Wald,0.06947336789380767,0.4612
3,1000,5,-1.4,5,0.36,-3,ML w/ Wald,0.20469204415730424,0.2728
3,1000,5,-1.4,5,0.36,-2,ML w/ Wald,0.434340686641401,0.1568
3,1000,5,-1.4,5,0.36,-1,ML w/ Wald,0.683720078837761,0.0784
3,1000,5,-1.4,5,0.36,-0.75,ML w/ Wald,0.736037072204992,0.0584
3,1000,5,-1.4,5,0.36,-0.5,ML w/ Wald,0.7822831773682023,0.0476
3,1000,5,-1.4,5,0.36,-0.4,ML w/ Wald,0.7990250420792787,0.0524
3,1000,5,-1.4,5,0.36,-0.3,ML w/ Wald,0.8147672850070502,0.0496
3,1000,5,-1.4,5,0.36,-0.2,ML w/ Wald,0.8295250609867183,0.0336
3,1000,5,-1.4,5,0.36,-0.1,ML w/ Wald,0.843320921965643,0.0364
3,1000,5,-1.4,5,0.36,-0,ML w/ Wald,0.8561835711011704,0.0292
3,1000,5,-1.4,5,0.36,0.1,ML w/ Wald,0.8681466630396326,0.03
3,1000,5,-1.4,5,0.36,0.2,ML w/ Wald,0.8792476784623096,0.0276
3,1000,5,-1.4,5,0.36,0.3,ML w/ Wald,0.8895268926928307,0.0252
3,1000,5,-1.4,5,0.36,0.4,ML w/ Wald,0.8990264507061201,0.02
3,1000,5,-1.4,5,0.36,0.5,ML w/ Wald,0.907789554498095,0.0208
3,1000,5,-1.4,5,0.36,0.75,ML w/ Wald,0.9267604929366897,0.0172
3,1000,5,-1.4,5,0.36,1,ML w/ Wald,0.9420651654656569,0.0168
3,1000,5,-1.4,5,0.36,2,ML w/ Wald,0.977915058044036,0.0028
3,1000,5,-1.4,5,0.36,3,ML w/ Wald,0.9917657012168708,0.0016
3,1000,5,-1.4,5,0.36,4,ML w/ Wald,0.9969556489871764,0.0012
3,1000,5,-1.4,5,0.36,5,ML w/ Wald,0.9988779853629246,0
3,1000,5,-1.4,5,0.36,-5,PML (Cauchy) w/ Wald,0.015501793132936549,0.6156
3,1000,5,-1.4,5,0.36,-4,PML (Cauchy) w/ Wald,0.06947336789380767,0.3104
3,1000,5,-1.4,5,0.36,-3,PML (Cauchy) w/ Wald,0.20469204415730424,0.118
3,1000,5,-1.4,5,0.36,-2,PML (Cauchy) w/ Wald,0.434340686641401,0.036
3,1000,5,-1.4,5,0.36,-1,PML (Cauchy) w/ Wald,0.683720078837761,0.0068
3,1000,5,-1.4,5,0.36,-0.75,PML (Cauchy) w/ Wald,0.736037072204992,0.006
3,1000,5,-1.4,5,0.36,-0.5,PML (Cauchy) w/ Wald,0.7822831773682023,0.0028
3,1000,5,-1.4,5,0.36,-0.4,PML (Cauchy) w/ Wald,0.7990250420792787,0.0016
3,1000,5,-1.4,5,0.36,-0.3,PML (Cauchy) w/ Wald,0.8147672850070502,0.0028
3,1000,5,-1.4,5,0.36,-0.2,PML (Cauchy) w/ Wald,0.8295250609867183,4e-4
3,1000,5,-1.4,5,0.36,-0.1,PML (Cauchy) w/ Wald,0.843320921965643,0.0016
3,1000,5,-1.4,5,0.36,-0,PML (Cauchy) w/ Wald,0.8561835711011704,8e-4
3,1000,5,-1.4,5,0.36,0.1,PML (Cauchy) w/ Wald,0.8681466630396326,4e-4
3,1000,5,-1.4,5,0.36,0.2,PML (Cauchy) w/ Wald,0.8792476784623096,0.0016
3,1000,5,-1.4,5,0.36,0.3,PML (Cauchy) w/ Wald,0.8895268926928307,0.0012
3,1000,5,-1.4,5,0.36,0.4,PML (Cauchy) w/ Wald,0.8990264507061201,0
3,1000,5,-1.4,5,0.36,0.5,PML (Cauchy) w/ Wald,0.907789554498095,4e-4
3,1000,5,-1.4,5,0.36,0.75,PML (Cauchy) w/ Wald,0.9267604929366897,0.0012
3,1000,5,-1.4,5,0.36,1,PML (Cauchy) w/ Wald,0.9420651654656569,4e-4
3,1000,5,-1.4,5,0.36,2,PML (Cauchy) w/ Wald,0.977915058044036,0
3,1000,5,-1.4,5,0.36,3,PML (Cauchy) w/ Wald,0.9917657012168708,0
3,1000,5,-1.4,5,0.36,4,PML (Cauchy) w/ Wald,0.9969556489871764,0
3,1000,5,-1.4,5,0.36,5,PML (Cauchy) w/ Wald,0.9988779853629246,0
3,1000,5,-1.4,5,0.36,-5,PML (Firth) w/ Wald,0.015501793132936549,0.9888
3,1000,5,-1.4,5,0.36,-4,PML (Firth) w/ Wald,0.06947336789380767,0.9772
3,1000,5,-1.4,5,0.36,-3,PML (Firth) w/ Wald,0.20469204415730424,0.9812
3,1000,5,-1.4,5,0.36,-2,PML (Firth) w/ Wald,0.434340686641401,0.9848
3,1000,5,-1.4,5,0.36,-1,PML (Firth) w/ Wald,0.683720078837761,0.9924
3,1000,5,-1.4,5,0.36,-0.75,PML (Firth) w/ Wald,0.736037072204992,0.9956
3,1000,5,-1.4,5,0.36,-0.5,PML (Firth) w/ Wald,0.7822831773682023,0.9936
3,1000,5,-1.4,5,0.36,-0.4,PML (Firth) w/ Wald,0.7990250420792787,0.9944
3,1000,5,-1.4,5,0.36,-0.3,PML (Firth) w/ Wald,0.8147672850070502,0.9936
3,1000,5,-1.4,5,0.36,-0.2,PML (Firth) w/ Wald,0.8295250609867183,0.9932
3,1000,5,-1.4,5,0.36,-0.1,PML (Firth) w/ Wald,0.843320921965643,0.9968
3,1000,5,-1.4,5,0.36,-0,PML (Firth) w/ Wald,0.8561835711011704,0.9944
3,1000,5,-1.4,5,0.36,0.1,PML (Firth) w/ Wald,0.8681466630396326,0.9952
3,1000,5,-1.4,5,0.36,0.2,PML (Firth) w/ Wald,0.8792476784623096,0.996
3,1000,5,-1.4,5,0.36,0.3,PML (Firth) w/ Wald,0.8895268926928307,0.998
3,1000,5,-1.4,5,0.36,0.4,PML (Firth) w/ Wald,0.8990264507061201,0.9972
3,1000,5,-1.4,5,0.36,0.5,PML (Firth) w/ Wald,0.907789554498095,0.9988
3,1000,5,-1.4,5,0.36,0.75,PML (Firth) w/ Wald,0.9267604929366897,1
3,1000,5,-1.4,5,0.36,1,PML (Firth) w/ Wald,0.9420651654656569,0.9972
3,1000,5,-1.4,5,0.36,2,PML (Firth) w/ Wald,0.977915058044036,0.9996
3,1000,5,-1.4,5,0.36,3,PML (Firth) w/ Wald,0.9917657012168708,0.9996
3,1000,5,-1.4,5,0.36,4,PML (Firth) w/ Wald,0.9969556489871764,0.9996
3,1000,5,-1.4,5,0.36,5,PML (Firth) w/ Wald,0.9988779853629246,1
6,1000,50,-3.7,3,0.11,-5,ML w/ LR,0.5904372965677714,1
6,1000,50,-3.7,3,0.11,-4,ML w/ LR,0.24972504827536715,1
6,1000,50,-3.7,3,0.11,-3,ML w/ LR,0.030154922690772773,1
6,1000,50,-3.7,3,0.11,-2,ML w/ LR,2.795019762986618e-4,0.992
6,1000,50,-3.7,3,0.11,-1,ML w/ LR,3.592478159621591e-8,0.6196
6,1000,50,-3.7,3,0.11,-0.75,ML w/ LR,1.6331618804214577e-9,0.4144
6,1000,50,-3.7,3,0.11,-0.5,ML w/ LR,5.099759855851574e-11,0.2152
6,1000,50,-3.7,3,0.11,-0.4,ML w/ LR,1.1440998388024532e-11,0.1492
6,1000,50,-3.7,3,0.11,-0.3,ML w/ LR,2.410660408894734e-12,0.1092
6,1000,50,-3.7,3,0.11,-0.2,ML w/ LR,4.767648084204946e-13,0.0828
6,1000,50,-3.7,3,0.11,-0.1,ML w/ LR,8.845623023347695e-14,0.0556
6,1000,50,-3.7,3,0.11,-0,ML w/ LR,1.538820355060992e-14,0.0504
6,1000,50,-3.7,3,0.11,0.1,ML w/ LR,2.5088715172083954e-15,0.0544
6,1000,50,-3.7,3,0.11,0.2,ML w/ LR,3.8318625834804505e-16,0.0768
6,1000,50,-3.7,3,0.11,0.3,ML w/ LR,5.4803053873383025e-17,0.1108
6,1000,50,-3.7,3,0.11,0.4,ML w/ LR,7.336620531786233e-18,0.1504
6,1000,50,-3.7,3,0.11,0.5,ML w/ LR,9.190237683214367e-19,0.2052
6,1000,50,-3.7,3,0.11,0.75,ML w/ LR,3.807952754054998e-21,0.4448
6,1000,50,-3.7,3,0.11,1,ML w/ LR,1.0356192834198088e-23,0.6872
6,1000,50,-3.7,3,0.11,2,ML w/ LR,4.341883391054735e-17,0.9976
6,1000,50,-3.7,3,0.11,3,ML w/ LR,2.2752242364869413e-10,1
6,1000,50,-3.7,3,0.11,4,ML w/ LR,4.238481566379709e-6,1
6,1000,50,-3.7,3,0.11,5,ML w/ LR,0.001383765074098766,1
6,1000,50,-3.7,3,0.11,-5,ML w/ Score,0.5904372965677714,1
6,1000,50,-3.7,3,0.11,-4,ML w/ Score,0.24972504827536715,1
6,1000,50,-3.7,3,0.11,-3,ML w/ Score,0.030154922690772773,1
6,1000,50,-3.7,3,0.11,-2,ML w/ Score,2.795019762986618e-4,0.9908
6,1000,50,-3.7,3,0.11,-1,ML w/ Score,3.592478159621591e-8,0.6024
6,1000,50,-3.7,3,0.11,-0.75,ML w/ Score,1.6331618804214577e-9,0.3956
6,1000,50,-3.7,3,0.11,-0.5,ML w/ Score,5.099759855851574e-11,0.2004
6,1000,50,-3.7,3,0.11,-0.4,ML w/ Score,1.1440998388024532e-11,0.134
6,1000,50,-3.7,3,0.11,-0.3,ML w/ Score,2.410660408894734e-12,0.1
6,1000,50,-3.7,3,0.11,-0.2,ML w/ Score,4.767648084204946e-13,0.0768
6,1000,50,-3.7,3,0.11,-0.1,ML w/ Score,8.845623023347695e-14,0.0492
6,1000,50,-3.7,3,0.11,-0,ML w/ Score,1.538820355060992e-14,0.052
6,1000,50,-3.7,3,0.11,0.1,ML w/ Score,2.5088715172083954e-15,0.0572
6,1000,50,-3.7,3,0.11,0.2,ML w/ Score,3.8318625834804505e-16,0.0812
6,1000,50,-3.7,3,0.11,0.3,ML w/ Score,5.4803053873383025e-17,0.1152
6,1000,50,-3.7,3,0.11,0.4,ML w/ Score,7.336620531786233e-18,0.1572
6,1000,50,-3.7,3,0.11,0.5,ML w/ Score,9.190237683214367e-19,0.2192
6,1000,50,-3.7,3,0.11,0.75,ML w/ Score,3.807952754054998e-21,0.4592
6,1000,50,-3.7,3,0.11,1,ML w/ Score,1.0356192834198088e-23,0.6976
6,1000,50,-3.7,3,0.11,2,ML w/ Score,4.341883391054735e-17,0.9976
6,1000,50,-3.7,3,0.11,3,ML w/ Score,2.2752242364869413e-10,1
6,1000,50,-3.7,3,0.11,4,ML w/ Score,4.238481566379709e-6,1
6,1000,50,-3.7,3,0.11,5,ML w/ Score,0.001383765074098766,1
6,1000,50,-3.7,3,0.11,-5,ML w/ Wald,0.5904372965677714,0.4132
6,1000,50,-3.7,3,0.11,-4,ML w/ Wald,0.24972504827536715,0.7424
6,1000,50,-3.7,3,0.11,-3,ML w/ Wald,0.030154922690772773,0.9732
6,1000,50,-3.7,3,0.11,-2,ML w/ Wald,2.795019762986618e-4,0.99
6,1000,50,-3.7,3,0.11,-1,ML w/ Wald,3.592478159621591e-8,0.598
6,1000,50,-3.7,3,0.11,-0.75,ML w/ Wald,1.6331618804214577e-9,0.3928
6,1000,50,-3.7,3,0.11,-0.5,ML w/ Wald,5.099759855851574e-11,0.1984
6,1000,50,-3.7,3,0.11,-0.4,ML w/ Wald,1.1440998388024532e-11,0.1324
6,1000,50,-3.7,3,0.11,-0.3,ML w/ Wald,2.410660408894734e-12,0.0988
6,1000,50,-3.7,3,0.11,-0.2,ML w/ Wald,4.767648084204946e-13,0.0764
6,1000,50,-3.7,3,0.11,-0.1,ML w/ Wald,8.845623023347695e-14,0.0472
6,1000,50,-3.7,3,0.11,-0,ML w/ Wald,1.538820355060992e-14,0.05
6,1000,50,-3.7,3,0.11,0.1,ML w/ Wald,2.5088715172083954e-15,0.0556
6,1000,50,-3.7,3,0.11,0.2,ML w/ Wald,3.8318625834804505e-16,0.078
6,1000,50,-3.7,3,0.11,0.3,ML w/ Wald,5.4803053873383025e-17,0.1136
6,1000,50,-3.7,3,0.11,0.4,ML w/ Wald,7.336620531786233e-18,0.1544
6,1000,50,-3.7,3,0.11,0.5,ML w/ Wald,9.190237683214367e-19,0.21560000000000001
6,1000,50,-3.7,3,0.11,0.75,ML w/ Wald,3.807952754054998e-21,0.456
6,1000,50,-3.7,3,0.11,1,ML w/ Wald,1.0356192834198088e-23,0.6952
6,1000,50,-3.7,3,0.11,2,ML w/ Wald,4.341883391054735e-17,0.9976
6,1000,50,-3.7,3,0.11,3,ML w/ Wald,2.2752242364869413e-10,1
6,1000,50,-3.7,3,0.11,4,ML w/ Wald,4.238481566379709e-6,1
6,1000,50,-3.7,3,0.11,5,ML w/ Wald,0.001383765074098766,0.9992
6,1000,50,-3.7,3,0.11,-5,PML (Cauchy) w/ Wald,0.5904372965677714,1
6,1000,50,-3.7,3,0.11,-4,PML (Cauchy) w/ Wald,0.24972504827536715,1
6,1000,50,-3.7,3,0.11,-3,PML (Cauchy) w/ Wald,0.030154922690772773,1
6,1000,50,-3.7,3,0.11,-2,PML (Cauchy) w/ Wald,2.795019762986618e-4,0.9872
6,1000,50,-3.7,3,0.11,-1,PML (Cauchy) w/ Wald,3.592478159621591e-8,0.5556
6,1000,50,-3.7,3,0.11,-0.75,PML (Cauchy) w/ Wald,1.6331618804214577e-9,0.356
6,1000,50,-3.7,3,0.11,-0.5,PML (Cauchy) w/ Wald,5.099759855851574e-11,0.172
6,1000,50,-3.7,3,0.11,-0.4,PML (Cauchy) w/ Wald,1.1440998388024532e-11,0.1108
6,1000,50,-3.7,3,0.11,-0.3,PML (Cauchy) w/ Wald,2.410660408894734e-12,0.0804
6,1000,50,-3.7,3,0.11,-0.2,PML (Cauchy) w/ Wald,4.767648084204946e-13,0.0652
6,1000,50,-3.7,3,0.11,-0.1,PML (Cauchy) w/ Wald,8.845623023347695e-14,0.0404
6,1000,50,-3.7,3,0.11,-0,PML (Cauchy) w/ Wald,1.538820355060992e-14,0.0412
6,1000,50,-3.7,3,0.11,0.1,PML (Cauchy) w/ Wald,2.5088715172083954e-15,0.0484
6,1000,50,-3.7,3,0.11,0.2,PML (Cauchy) w/ Wald,3.8318625834804505e-16,0.074
6,1000,50,-3.7,3,0.11,0.3,PML (Cauchy) w/ Wald,5.4803053873383025e-17,0.11
6,1000,50,-3.7,3,0.11,0.4,PML (Cauchy) w/ Wald,7.336620531786233e-18,0.1512
6,1000,50,-3.7,3,0.11,0.5,PML (Cauchy) w/ Wald,9.190237683214367e-19,0.2092
6,1000,50,-3.7,3,0.11,0.75,PML (Cauchy) w/ Wald,3.807952754054998e-21,0.4484
6,1000,50,-3.7,3,0.11,1,PML (Cauchy) w/ Wald,1.0356192834198088e-23,0.6876
6,1000,50,-3.7,3,0.11,2,PML (Cauchy) w/ Wald,4.341883391054735e-17,0.9976
6,1000,50,-3.7,3,0.11,3,PML (Cauchy) w/ Wald,2.2752242364869413e-10,1
6,1000,50,-3.7,3,0.11,4,PML (Cauchy) w/ Wald,4.238481566379709e-6,1
6,1000,50,-3.7,3,0.11,5,PML (Cauchy) w/ Wald,0.001383765074098766,1
6,1000,50,-3.7,3,0.11,-5,PML (Firth) w/ Wald,0.5904372965677714,1
6,1000,50,-3.7,3,0.11,-4,PML (Firth) w/ Wald,0.24972504827536715,1
6,1000,50,-3.7,3,0.11,-3,PML (Firth) w/ Wald,0.030154922690772773,1
6,1000,50,-3.7,3,0.11,-2,PML (Firth) w/ Wald,2.795019762986618e-4,0.9992
6,1000,50,-3.7,3,0.11,-1,PML (Firth) w/ Wald,3.592478159621591e-8,0.928
6,1000,50,-3.7,3,0.11,-0.75,PML (Firth) w/ Wald,1.6331618804214577e-9,0.8524
6,1000,50,-3.7,3,0.11,-0.5,PML (Firth) w/ Wald,5.099759855851574e-11,0.7508
6,1000,50,-3.7,3,0.11,-0.4,PML (Firth) w/ Wald,1.1440998388024532e-11,0.7108
6,1000,50,-3.7,3,0.11,-0.3,PML (Firth) w/ Wald,2.410660408894734e-12,0.652
6,1000,50,-3.7,3,0.11,-0.2,PML (Firth) w/ Wald,4.767648084204946e-13,0.6076
6,1000,50,-3.7,3,0.11,-0.1,PML (Firth) w/ Wald,8.845623023347695e-14,0.5624
6,1000,50,-3.7,3,0.11,-0,PML (Firth) w/ Wald,1.538820355060992e-14,0.506
6,1000,50,-3.7,3,0.11,0.1,PML (Firth) w/ Wald,2.5088715172083954e-15,0.4456
6,1000,50,-3.7,3,0.11,0.2,PML (Firth) w/ Wald,3.8318625834804505e-16,0.4196
6,1000,50,-3.7,3,0.11,0.3,PML (Firth) w/ Wald,5.4803053873383025e-17,0.4032
6,1000,50,-3.7,3,0.11,0.4,PML (Firth) w/ Wald,7.336620531786233e-18,0.3896
6,1000,50,-3.7,3,0.11,0.5,PML (Firth) w/ Wald,9.190237683214367e-19,0.4156
6,1000,50,-3.7,3,0.11,0.75,PML (Firth) w/ Wald,3.807952754054998e-21,0.5584
6,1000,50,-3.7,3,0.11,1,PML (Firth) w/ Wald,1.0356192834198088e-23,0.7404
6,1000,50,-3.7,3,0.11,2,PML (Firth) w/ Wald,4.341883391054735e-17,0.9976
6,1000,50,-3.7,3,0.11,3,PML (Firth) w/ Wald,2.2752242364869413e-10,1
6,1000,50,-3.7,3,0.11,4,PML (Firth) w/ Wald,4.238481566379709e-6,1
6,1000,50,-3.7,3,0.11,5,PML (Firth) w/ Wald,0.001383765074098766,1
11,1000,50,-0.4,4,0.43,-5,ML w/ LR,3.2250549166471957e-20,1
11,1000,50,-0.4,4,0.43,-4,ML w/ LR,1.2130507459183538e-29,1
11,1000,50,-0.4,4,0.43,-3,ML w/ LR,3.939998640531839e-22,1
11,1000,50,-0.4,4,0.43,-2,ML w/ LR,1.7882610981442197e-14,0.9852
11,1000,50,-0.4,4,0.43,-1,ML w/ LR,5.769766469174824e-9,0.492
11,1000,50,-0.4,4,0.43,-0.75,ML w/ LR,6.786369306998908e-8,0.3004
11,1000,50,-0.4,4,0.43,-0.5,ML w/ LR,6.177810844436181e-7,0.1548
11,1000,50,-0.4,4,0.43,-0.4,ML w/ LR,1.395892951082615e-6,0.1184
11,1000,50,-0.4,4,0.43,-0.3,ML w/ LR,3.0380324952330753e-6,0.0884
11,1000,50,-0.4,4,0.43,-0.2,ML w/ LR,6.375530490692712e-6,0.0664
11,1000,50,-0.4,4,0.43,-0.1,ML w/ LR,1.29149303269676e-5,0.0504
11,1000,50,-0.4,4,0.43,-0,ML w/ LR,2.5280975512042915e-5,0.0532
11,1000,50,-0.4,4,0.43,0.1,ML w/ LR,4.787407157515063e-5,0.062
11,1000,50,-0.4,4,0.43,0.2,ML w/ LR,8.779981601543161e-5,0.0736
11,1000,50,-0.4,4,0.43,0.3,ML w/ LR,1.5611954424867602e-4,0.0936
11,1000,50,-0.4,4,0.43,0.4,ML w/ LR,2.694483536966186e-4,0.11
11,1000,50,-0.4,4,0.43,0.5,ML w/ LR,4.518888759720764e-4,0.144
11,1000,50,-0.4,4,0.43,0.75,ML w/ LR,0.00146233894763167,0.2408
11,1000,50,-0.4,4,0.43,1,ML w/ LR,0.004051053968782277,0.374
11,1000,50,-0.4,4,0.43,2,ML w/ LR,0.0690908679573665,0.842
11,1000,50,-0.4,4,0.43,3,ML w/ LR,0.30206954697619454,0.9808
11,1000,50,-0.4,4,0.43,4,ML w/ LR,0.610200249122921,0.9996
11,1000,50,-0.4,4,0.43,5,ML w/ LR,0.8254014737380974,1
11,1000,50,-0.4,4,0.43,-5,ML w/ Score,3.2250549166471957e-20,1
11,1000,50,-0.4,4,0.43,-4,ML w/ Score,1.2130507459183538e-29,1
11,1000,50,-0.4,4,0.43,-3,ML w/ Score,3.939998640531839e-22,1
11,1000,50,-0.4,4,0.43,-2,ML w/ Score,1.7882610981442197e-14,0.986
11,1000,50,-0.4,4,0.43,-1,ML w/ Score,5.769766469174824e-9,0.5216
11,1000,50,-0.4,4,0.43,-0.75,ML w/ Score,6.786369306998908e-8,0.328
11,1000,50,-0.4,4,0.43,-0.5,ML w/ Score,6.177810844436181e-7,0.1712
11,1000,50,-0.4,4,0.43,-0.4,ML w/ Score,1.395892951082615e-6,0.1352
11,1000,50,-0.4,4,0.43,-0.3,ML w/ Score,3.0380324952330753e-6,0.1036
11,1000,50,-0.4,4,0.43,-0.2,ML w/ Score,6.375530490692712e-6,0.0724
11,1000,50,-0.4,4,0.43,-0.1,ML w/ Score,1.29149303269676e-5,0.0512
11,1000,50,-0.4,4,0.43,-0,ML w/ Score,2.5280975512042915e-5,0.0524
11,1000,50,-0.4,4,0.43,0.1,ML w/ Score,4.787407157515063e-5,0.0564
11,1000,50,-0.4,4,0.43,0.2,ML w/ Score,8.779981601543161e-5,0.0528
11,1000,50,-0.4,4,0.43,0.3,ML w/ Score,1.5611954424867602e-4,0.074
11,1000,50,-0.4,4,0.43,0.4,ML w/ Score,2.694483536966186e-4,0.0776
11,1000,50,-0.4,4,0.43,0.5,ML w/ Score,4.518888759720764e-4,0.1096
11,1000,50,-0.4,4,0.43,0.75,ML w/ Score,0.00146233894763167,0.1872
11,1000,50,-0.4,4,0.43,1,ML w/ Score,0.004051053968782277,0.2924
11,1000,50,-0.4,4,0.43,2,ML w/ Score,0.0690908679573665,0.78
11,1000,50,-0.4,4,0.43,3,ML w/ Score,0.30206954697619454,0.9652
11,1000,50,-0.4,4,0.43,4,ML w/ Score,0.610200249122921,0.9976
11,1000,50,-0.4,4,0.43,5,ML w/ Score,0.8254014737380974,0.9996
11,1000,50,-0.4,4,0.43,-5,ML w/ Wald,3.2250549166471957e-20,1
11,1000,50,-0.4,4,0.43,-4,ML w/ Wald,1.2130507459183538e-29,1
11,1000,50,-0.4,4,0.43,-3,ML w/ Wald,3.939998640531839e-22,1
11,1000,50,-0.4,4,0.43,-2,ML w/ Wald,1.7882610981442197e-14,0.9856
11,1000,50,-0.4,4,0.43,-1,ML w/ Wald,5.769766469174824e-9,0.512
11,1000,50,-0.4,4,0.43,-0.75,ML w/ Wald,6.786369306998908e-8,0.3168
11,1000,50,-0.4,4,0.43,-0.5,ML w/ Wald,6.177810844436181e-7,0.1648
11,1000,50,-0.4,4,0.43,-0.4,ML w/ Wald,1.395892951082615e-6,0.1284
11,1000,50,-0.4,4,0.43,-0.3,ML w/ Wald,3.0380324952330753e-6,0.0976
11,1000,50,-0.4,4,0.43,-0.2,ML w/ Wald,6.375530490692712e-6,0.0644
11,1000,50,-0.4,4,0.43,-0.1,ML w/ Wald,1.29149303269676e-5,0.048
11,1000,50,-0.4,4,0.43,-0,ML w/ Wald,2.5280975512042915e-5,0.0428
11,1000,50,-0.4,4,0.43,0.1,ML w/ Wald,4.787407157515063e-5,0.0476
11,1000,50,-0.4,4,0.43,0.2,ML w/ Wald,8.779981601543161e-5,0.0416
11,1000,50,-0.4,4,0.43,0.3,ML w/ Wald,1.5611954424867602e-4,0.0576
11,1000,50,-0.4,4,0.43,0.4,ML w/ Wald,2.694483536966186e-4,0.0648
11,1000,50,-0.4,4,0.43,0.5,ML w/ Wald,4.518888759720764e-4,0.0892
11,1000,50,-0.4,4,0.43,0.75,ML w/ Wald,0.00146233894763167,0.156
11,1000,50,-0.4,4,0.43,1,ML w/ Wald,0.004051053968782277,0.252
11,1000,50,-0.4,4,0.43,2,ML w/ Wald,0.0690908679573665,0.6704
11,1000,50,-0.4,4,0.43,3,ML w/ Wald,0.30206954697619454,0.6484
11,1000,50,-0.4,4,0.43,4,ML w/ Wald,0.610200249122921,0.3808
11,1000,50,-0.4,4,0.43,5,ML w/ Wald,0.8254014737380974,0.1708
11,1000,50,-0.4,4,0.43,-5,PML (Cauchy) w/ Wald,3.2250549166471957e-20,1
