e,exponent,b_hat,se_hat,wald_p,lr_p,e_text
0.1,-1,-3.7776544904517273,1.3925683051927502,0.006673251363393417,0.004136258196499987,10^-1
0.01,-2,-6.216559619015562,3.249129570615355,0.05570965728747099,0.003087086397077443,10^-2
1e-4,-4,-10.348540281096813,21.814253074937646,0.6352193137902001,0.002948371408988848,10^-4
1e-6,-6,-15.349237773046955,264.6821164005553,0.9537556254010239,0.002945870043184584,10^-6
1e-8,-8,-20.349242451845214,3224.399786027256,0.9949645702533665,0.0029458532045257835,10^-8
1e-12,-12,-29.349214866444154,295901.6071128727,0.9999208612430203,0.002945853090311923,10^-12
1e-16,-16,-35.37473173083246,15005998.17967889,0.9999981190886502,0.002945853090298489,10^-16
